year,season,fishery,area,t
2018,1,41,8,2.12946e-05
2019,1,41,8,2.45411e-05
2020,1,41,8,2.39803e-05
2021,1,41,8,1.64638e-05
1972,2,1,1,15616.5
1973,2,1,1,15503.2
1974,2,1,1,25596.4
1975,2,1,1,17269.3
1976,2,1,1,38875.4
1977,2,1,1,29820.7
1978,2,1,1,44599.7
1979,2,1,1,35575.7
1980,2,1,1,36971.6
1981,2,1,1,17187.7
1982,2,1,1,26867.5
1983,2,1,1,20156.9
1984,2,1,1,34029.7
1985,2,1,1,22788.2
1986,2,1,1,31843.8
1987,2,1,1,15407.6
1988,2,1,1,17453.9
1989,2,1,1,8660.4
1990,2,1,1,9589.4
1991,2,1,1,14663.9
1992,2,1,1,10261.8
1993,2,1,1,13769.7
1994,2,1,1,10796.2
1995,2,1,1,10848.4
1996,2,1,1,18523.4
1997,2,1,1,22543.7
1998,2,1,1,11716.8
1999,2,1,1,14188
2000,2,1,1,24181.3
2001,2,1,1,11140
2002,2,1,1,5797.2
2003,2,1,1,12704.8
2004,2,1,1,11418.6
2005,2,1,1,11614.7
2006,2,1,1,7859.6
2007,2,1,1,8510.9
2008,2,1,1,7449.7
2009,2,1,1,7592.2
2010,2,1,1,7465.5
2011,2,1,1,9681.5
2012,2,1,1,7164.9
2013,2,1,1,11726.9
2014,2,1,1,6762.7
2015,2,1,1,6521.8
2016,2,1,1,3718.8
2017,2,1,1,6446.9
2018,2,1,1,9254.9
2019,2,1,1,8277
2020,2,1,1,3106.8
2021,2,1,1,5275.6
1972,2,2,1,1586.1
1973,2,2,1,1189.3
1974,2,2,1,1678.8
1975,2,2,1,787.5
1976,2,2,1,4934
1977,2,2,1,2470.6
1978,2,2,1,1950
1979,2,2,1,556.8
1980,2,2,1,2291.7
1981,2,2,1,6425.3
1982,2,2,1,1894.4
1983,2,2,1,1089.2
1984,2,2,1,7656.1
1985,2,2,1,11115.9
1986,2,2,1,7868.4
1987,2,2,1,4519.5
1988,2,2,1,4754.9
1989,2,2,1,3635.4
1990,2,2,1,3957.8
1991,2,2,1,3072.6
1992,2,2,1,2899.5
1993,2,2,1,9064.4
1994,2,2,1,3192.3
1995,2,2,1,2748.4
1996,2,2,1,3168.7
1997,2,2,1,7879.3
1998,2,2,1,3450.2
1999,2,2,1,8527.1
2000,2,2,1,4082.2
2001,2,2,1,2676.5
2002,2,2,1,935.8
2003,2,2,1,2603.4
2004,2,2,1,5309.3
2005,2,2,1,1271.2
2006,2,2,1,1677
2007,2,2,1,12450.2
2008,2,2,1,2300.8
2009,2,2,1,9468.5
2010,2,2,1,1551.8
2011,2,2,1,2641.7
2012,2,2,1,7521.9
2013,2,2,1,5132.1
2014,2,2,1,3703.5
2015,2,2,1,1360.8
2016,2,2,1,660.8
2017,2,2,1,6128.7
2018,2,2,1,1811.6
2019,2,2,1,2086
2020,2,2,1,541.5
2021,2,2,1,36.4
1972,2,3,1,3.01113
1973,2,3,1,3.5194
1974,2,3,1,3.34157
1975,2,3,1,3.74529
1976,2,3,1,3.40631
1977,2,3,1,3.73656
1978,2,3,1,3.48105
1979,2,3,1,3.69288
1980,2,3,1,3.63673
1981,2,3,1,3.63021
1982,2,3,1,3.71678
1983,2,3,1,3.61973
1984,2,3,1,3.43967
1985,2,3,1,3.90704
1986,2,3,1,3.45295
1987,2,3,1,3.6031
1988,2,3,1,3.77562
1989,2,3,1,3.90425
1990,2,3,1,3.98975
1991,2,3,1,3.73007
1992,2,3,1,3.78505
1993,2,3,1,3.79139
1994,2,3,1,3.81812
1995,2,3,1,3.71227
1996,2,3,1,3.67011
1997,2,3,1,3.49392
1998,2,3,1,3.6718
1999,2,3,1,3.85718
2000,2,3,1,3.60146
2001,2,3,1,3.73128
2002,2,3,1,3.83615
2003,2,3,1,3.96124
2004,2,3,1,3.81906
2005,2,3,1,3.75734
2006,2,3,1,3.82818
2007,2,3,1,4.03757
2008,2,3,1,3.87262
2009,2,3,1,3.99227
2010,2,3,1,3.92147
2011,2,3,1,3.74621
2012,2,3,1,4.02442
2013,2,3,1,3.8877
2014,2,3,1,4.06351
2015,2,3,1,3.88768
2016,2,3,1,3.91142
2017,2,3,1,3.82699
2018,2,3,1,3.74115
2019,2,3,1,3.7589
2020,2,3,1,4.12694
2021,2,3,1,3.86922
1972,2,4,2,12834.4
1973,2,4,2,16914.6
1974,2,4,2,13451.6
1975,2,4,2,13427.1
1976,2,4,2,7855.7
1977,2,4,2,6429.1
1978,2,4,2,13138.1
1979,2,4,2,12974.7
1980,2,4,2,21275.6
1981,2,4,2,6856.6
1982,2,4,2,8037
1983,2,4,2,9670.7
1984,2,4,2,13202.9
1985,2,4,2,3407.2
1986,2,4,2,8610.2
1987,2,4,2,9631.9
1988,2,4,2,8012.3
1989,2,4,2,7425
1990,2,4,2,2225.7
1991,2,4,2,11715.4
1992,2,4,2,3513.1
1993,2,4,2,12338.4
1994,2,4,2,8010.6
1995,2,4,2,11821.1
1996,2,4,2,2663.3
1997,2,4,2,6069.2
1998,2,4,2,7259.7
1999,2,4,2,5763.5
2000,2,4,2,10172.8
2001,2,4,2,11265.2
2002,2,4,2,4357.1
2003,2,4,2,11823.1
2004,2,4,2,5795.1
2005,2,4,2,17050.9
2006,2,4,2,4108.8
2007,2,4,2,1733.9
2008,2,4,2,3743.1
2009,2,4,2,414.3
2010,2,4,2,3981.2
2011,2,4,2,1201.6
2012,2,4,2,273.6
2013,2,4,2,3432.3
2014,2,4,2,1160.2
2015,2,4,2,6730.8
2016,2,4,2,1856.1
2017,2,4,2,2180.6
2018,2,4,2,2510.3
2019,2,4,2,2726.9
2020,2,4,2,2535.5
2021,2,4,2,6805.4
1972,2,5,2,7715.1
1973,2,5,2,3737.5
1974,2,5,2,229.9
1975,2,5,2,219.2
1976,2,5,2,503.9
1977,2,5,2,226
1978,2,5,2,1062.4
1979,2,5,2,56.8
1980,2,5,2,1323.5
1981,2,5,2,181.5
1982,2,5,2,681.8
1983,2,5,2,677.6
1984,2,5,2,3066.5
1985,2,5,2,2753.6
1986,2,5,2,4703.5
1987,2,5,2,5111.1
1988,2,5,2,6115.9
1989,2,5,2,3057.5
1990,2,5,2,1540
1991,2,5,2,7001.9
1992,2,5,2,1615.5
1993,2,5,2,10053.4
1994,2,5,2,6777.1
1995,2,5,2,3286.8
1996,2,5,2,2643.7
1997,2,5,2,18239.6
1998,2,5,2,24189
1999,2,5,2,3285.9
2000,2,5,2,10050.5
2001,2,5,2,8214.3
2002,2,5,2,5979.3
2003,2,5,2,8355.8
2004,2,5,2,8796.6
2005,2,5,2,10435.9
2006,2,5,2,8698.1
2007,2,5,2,15118.1
2008,2,5,2,25602.9
2009,2,5,2,9716
2010,2,5,2,10235.3
2011,2,5,2,3495.9
2012,2,5,2,1283.3
2013,2,5,2,6473.8
2014,2,5,2,9542.2
2015,2,5,2,7991.2
2016,2,5,2,6426.3
2017,2,5,2,4391.2
2018,2,5,2,2705.4
2019,2,5,2,292.6
2020,2,5,2,561
2021,2,5,2,261.8
1972,2,6,2,3.56791
1973,2,6,2,3.60905
1974,2,6,2,3.41746
1975,2,6,2,3.7967
1976,2,6,2,3.73262
1977,2,6,2,3.73816
1978,2,6,2,3.57881
1979,2,6,2,3.7225
1980,2,6,2,3.60283
1981,2,6,2,3.61917
1982,2,6,2,3.74007
1983,2,6,2,3.47085
1984,2,6,2,3.3501
1985,2,6,2,3.76018
1986,2,6,2,3.45447
1987,2,6,2,3.49097
1988,2,6,2,3.63794
1989,2,6,2,3.76739
1990,2,6,2,3.82575
1991,2,6,2,3.56674
1992,2,6,2,3.5494
1993,2,6,2,3.5832
1994,2,6,2,3.57194
1995,2,6,2,3.5215
1996,2,6,2,3.6475
1997,2,6,2,3.62011
1998,2,6,2,3.41288
1999,2,6,2,3.59407
2000,2,6,2,3.54608
2001,2,6,2,3.48029
2002,2,6,2,3.65357
2003,2,6,2,3.56069
2004,2,6,2,3.74525
2005,2,6,2,3.33967
2006,2,6,2,3.4997
2007,2,6,2,3.83808
2008,2,6,2,3.66837
2009,2,6,2,3.8066
2010,2,6,2,3.43607
2011,2,6,2,3.40492
2012,2,6,2,3.79645
2013,2,6,2,3.5296
2014,2,6,2,3.98322
2015,2,6,2,3.48344
2016,2,6,2,3.75572
2017,2,6,2,3.58869
2018,2,6,2,3.63878
2019,2,6,2,3.52106
2020,2,6,2,3.86931
2021,2,6,2,3.55852
1972,2,7,3,11405.9
1973,2,7,3,7820
1974,2,7,3,8729
1975,2,7,3,11617.4
1976,2,7,3,9729.7
1977,2,7,3,13658
1978,2,7,3,10819.1
1979,2,7,3,10957
1980,2,7,3,8073.2
1981,2,7,3,14386.3
1982,2,7,3,8086.6
1983,2,7,3,17977.6
1984,2,7,3,11073.1
1985,2,7,3,9608.7
1986,2,7,3,18058.6
1987,2,7,3,8456.2
1988,2,7,3,13700.1
1989,2,7,3,16394.6
1990,2,7,3,17226.8
1991,2,7,3,7902.6
1992,2,7,3,12767.3
1993,2,7,3,15013
1994,2,7,3,9248.3
1995,2,7,3,12356.9
1996,2,7,3,11908.6
1997,2,7,3,5698.7
1998,2,7,3,4627.4
1999,2,7,3,3867.3
2000,2,7,3,7531.4
2001,2,7,3,5712.7
2002,2,7,3,9716.2
2003,2,7,3,7233.2
2004,2,7,3,3637.8
2005,2,7,3,7803.1
2006,2,7,3,10064.3
2007,2,7,3,4402.6
2008,2,7,3,8806.1
2009,2,7,3,5914.8
2010,2,7,3,5680.4
2011,2,7,3,8316.7
2012,2,7,3,4211.1
2013,2,7,3,6732.3
2014,2,7,3,5845.5
2015,2,7,3,5757.4
2016,2,7,3,4172.5
2017,2,7,3,4526.3
2018,2,7,3,6907.5
2019,2,7,3,2642.6
2020,2,7,3,2542.1
2021,2,7,3,2610.9
1972,2,8,3,0
1973,2,8,3,0
1974,2,8,3,3
1975,2,8,3,7.9
1976,2,8,3,0
1977,2,8,3,0
1978,2,8,3,0
1979,2,8,3,0
1980,2,8,3,21
1981,2,8,3,109.4
1982,2,8,3,72.7
1983,2,8,3,193
1984,2,8,3,454.4
1985,2,8,3,150.4
1986,2,8,3,3586.3
1987,2,8,3,487.3
1988,2,8,3,1179.4
1989,2,8,3,1346.9
1990,2,8,3,1482.1
1991,2,8,3,3433.8
1992,2,8,3,466.2
1993,2,8,3,842.2
1994,2,8,3,286.9
1995,2,8,3,2073.7
1996,2,8,3,2408.4
1997,2,8,3,476.9
1998,2,8,3,14.6
1999,2,8,3,32.1
2000,2,8,3,19.5
2001,2,8,3,31.3
2002,2,8,3,0
2003,2,8,3,669.9
2004,2,8,3,725.1
2005,2,8,3,524.3
2006,2,8,3,262.8
2007,2,8,3,436.6
2008,2,8,3,56.1
2009,2,8,3,1.8
2010,2,8,3,46.7
2011,2,8,3,90.8
2012,2,8,3,67.1
2013,2,8,3,54.1
2014,2,8,3,501.2
2015,2,8,3,813
2016,2,8,3,158
2017,2,8,3,140.8
2018,2,8,3,11.2
2019,2,8,3,12386.5
2020,2,8,3,70.2
2021,2,8,3,108.8
1972,2,9,3,4.20284
1973,2,9,3,4.20813
1974,2,9,3,4.06464
1975,2,9,3,4.3191
1976,2,9,3,4.37513
1977,2,9,3,4.2184
1978,2,9,3,4.22846
1979,2,9,3,4.19554
1980,2,9,3,4.36232
1981,2,9,3,4.07586
1982,2,9,3,4.21527
1983,2,9,3,4.00344
1984,2,9,3,3.93684
1985,2,9,3,4.23073
1986,2,9,3,4.05696
1987,2,9,3,3.91428
1988,2,9,3,4.21806
1989,2,9,3,4.20191
1990,2,9,3,4.36589
1991,2,9,3,4.1879
1992,2,9,3,4.06939
1993,2,9,3,4.18705
1994,2,9,3,4.13015
1995,2,9,3,4.25621
1996,2,9,3,4.15016
1997,2,9,3,4.28321
1998,2,9,3,4.08801
1999,2,9,3,4.15607
2000,2,9,3,4.32587
2001,2,9,3,4.12829
2002,2,9,3,4.15842
2003,2,9,3,4.32009
2004,2,9,3,4.15168
2005,2,9,3,4.14011
2006,2,9,3,4.0901
2007,2,9,3,4.26029
2008,2,9,3,4.39136
2009,2,9,3,4.3633
2010,2,9,3,4.23156
2011,2,9,3,4.07109
2012,2,9,3,4.20546
2013,2,9,3,4.19789
2014,2,9,3,4.28413
2015,2,9,3,4.14438
2016,2,9,3,4.24425
2017,2,9,3,4.23446
2018,2,9,3,4.13978
2019,2,9,3,4.08342
2020,2,9,3,4.31352
2021,2,9,3,4.05228
1972,2,10,5,4153
1973,2,10,5,4665.5
1974,2,10,5,5205.5
1975,2,10,5,5594.5
1976,2,10,5,4959.8
1977,2,10,5,8669.5
1978,2,10,5,8786.5
1979,2,10,5,4239
1980,2,10,5,3646.8
1981,2,10,5,4927
1982,2,10,5,5026.7
1983,2,10,5,4074
1984,2,10,5,2971.5
1985,2,10,5,4439
1986,2,10,5,4910.8
1987,2,10,5,5687.8
1988,2,10,5,4314.3
1989,2,10,5,4986.2
1990,2,10,5,6494.3
1991,2,10,5,6261.8
1992,2,10,5,5033.5
1993,2,10,5,3457.3
1994,2,10,5,6092.8
1995,2,10,5,6370.3
1996,2,10,5,6377.3
1997,2,10,5,7513.5
1998,2,10,5,7820.8
1999,2,10,5,7043
2000,2,10,5,7365.5
2001,2,10,5,6885.8
2002,2,10,5,7013.5
2003,2,10,5,8798.8
2004,2,10,5,9133.5
2005,2,10,5,12263.3
2006,2,10,5,13513.5
2007,2,10,5,15597.8
2008,2,10,5,15670.5
2009,2,10,5,6313.5
2010,2,10,5,6874.5
2011,2,10,5,1952.7
2012,2,10,5,3529.3
2013,2,10,5,3494.5
2014,2,10,5,4122
2015,2,10,5,6862.5
2016,2,10,5,3559.5
2017,2,10,5,4664.5
2018,2,10,5,4671.5
2019,2,10,5,4116.5
2020,2,10,5,4119.3
2021,2,10,5,4119.3
1972,2,11,5,4900
1973,2,11,5,5575
1974,2,11,5,5903.3
1975,2,11,5,5829
1976,2,11,5,6334.5
1977,2,11,5,6594
1978,2,11,5,7355.5
1979,2,11,5,9077.5
1980,2,11,5,2795.3
1981,2,11,5,2884.8
1982,2,11,5,3079.2
1983,2,11,5,4069.2
1984,2,11,5,3435.3
1985,2,11,5,3544.5
1986,2,11,5,2678
1987,2,11,5,3122.7
1988,2,11,5,3648.8
1989,2,11,5,3667.5
1990,2,11,5,7603.8
1991,2,11,5,7776.5
1992,2,11,5,8940.5
1993,2,11,5,8190.5
1994,2,11,5,9084.8
1995,2,11,5,9681
1996,2,11,5,15024.8
1997,2,11,5,11179.5
1998,2,11,5,14760.3
1999,2,11,5,14008.2
2000,2,11,5,14904.8
2001,2,11,5,13715.3
2002,2,11,5,13182.5
2003,2,11,5,13447
2004,2,11,5,17704.8
2005,2,11,5,15420
2006,2,11,5,18509.5
2007,2,11,5,21702
2008,2,11,5,23470.2
2009,2,11,5,22302.5
2010,2,11,5,19960.5
2011,2,11,5,23861.5
2012,2,11,5,27433
2013,2,11,5,25688
2014,2,11,5,30558
2015,2,11,5,35556.2
2016,2,11,5,40118.2
2017,2,11,5,31127.8
2018,2,11,5,29999.8
2019,2,11,5,25813.8
2020,2,11,5,19839.5
2021,2,11,5,31589.8
1972,2,12,5,1798.4
1973,2,12,5,2011.9
1974,2,12,5,2230.2
1975,2,12,5,2368.5
1976,2,12,5,2389
1977,2,12,5,4464.5
1978,2,12,5,3335.3
1979,2,12,5,5910.4
1980,2,12,5,5849.3
1981,2,12,5,6806
1982,2,12,5,9112.4
1983,2,12,5,11752.3
1984,2,12,5,10675.9
1985,2,12,5,12860.9
1986,2,12,5,16221.4
1987,2,12,5,16642.7
1988,2,12,5,13289.8
1989,2,12,5,16012
1990,2,12,5,21279.5
1991,2,12,5,22503
1992,2,12,5,20481.9
1993,2,12,5,18013.2
1994,2,12,5,20331.6
1995,2,12,5,23415.6
1996,2,12,5,27657.1
1997,2,12,5,22830.6
1998,2,12,5,29064.3
1999,2,12,5,29030.3
2000,2,12,5,28726.6
2001,2,12,5,26543.1
2002,2,12,5,29695.1
2003,2,12,5,33754.1
2004,2,12,5,37881.8
2005,2,12,5,32348.4
2006,2,12,5,36489.8
2007,2,12,5,40744
2008,2,12,5,44910.2
2009,2,12,5,48348.8
2010,2,12,5,38992.3
2011,2,12,5,27149.7
2012,2,12,5,32552.6
2013,2,12,5,61876
2014,2,12,5,52997.1
2015,2,12,5,30094.9
2016,2,12,5,38999.1
2017,2,12,5,47212.3
2018,2,12,5,30536.6
2019,2,12,5,44401.7
2020,2,12,5,40834.3
2021,2,12,5,40421.4
1972,2,13,5,431.1
1973,2,13,5,4814
1974,2,13,5,2424.9
1975,2,13,5,22.3
1976,2,13,5,903.6
1977,2,13,5,1056.8
1978,2,13,5,15.5
1979,2,13,5,874.7
1980,2,13,5,4982.6
1981,2,13,5,6534.6
1982,2,13,5,7259.9
1983,2,13,5,6945.7
1984,2,13,5,7647.5
1985,2,13,5,8269.3
1986,2,13,5,8575.2
1987,2,13,5,9736.5
1988,2,13,5,11508.2
1989,2,13,5,12536.3
1990,2,13,5,14384.5
1991,2,13,5,14706.5
1992,2,13,5,16907.7
1993,2,13,5,15494.2
1994,2,13,5,17195.7
1995,2,13,5,18344.2
1996,2,13,5,28413.7
1997,2,13,5,21141.8
1998,2,13,5,27913.5
1999,2,13,5,26491.5
2000,2,13,5,28187.1
2001,2,13,5,25937.3
2002,2,13,5,24932.5
2003,2,13,5,25430
2004,2,13,5,33481.8
2005,2,13,5,19072.6
2006,2,13,5,25285.8
2007,2,13,5,29644.6
2008,2,13,5,33045.4
2009,2,13,5,33478.3
2010,2,13,5,33674.2
2011,2,13,5,30893.7
2012,2,13,5,25221.2
2013,2,13,5,21694
2014,2,13,5,19937.3
2015,2,13,5,19709.5
2016,2,13,5,21381
2017,2,13,5,14953.7
2018,2,13,5,25935.2
2019,2,13,5,20227
2020,2,13,5,27021.8
2021,2,13,5,10649.6
1972,2,14,5,0
1973,2,14,5,0
1974,2,14,5,0
1975,2,14,5,180.2
1976,2,14,5,0
1977,2,14,5,843.6
1978,2,14,5,3241.9
1979,2,14,5,3681.5
1980,2,14,5,1248.8
1981,2,14,5,3014.5
1982,2,14,5,58
1983,2,14,5,8620.4
1984,2,14,5,16352.2
1985,2,14,5,6818.2
1986,2,14,5,4918.3
1987,2,14,5,2550.7
1988,2,14,5,10327.3
1989,2,14,5,9861.1
1990,2,14,5,1306
1991,2,14,5,14776.7
1992,2,14,5,1007.5
1993,2,14,5,912.1
1994,2,14,5,2597.5
1995,2,14,5,11288.6
1996,2,14,5,6762.5
1997,2,14,5,469.2
1998,2,14,5,5
1999,2,14,5,994.9
2000,2,14,5,398
2001,2,14,5,777.9
2002,2,14,5,298.5
2003,2,14,5,5939.5
2004,2,14,5,399.6
2005,2,14,5,1507.3
2006,2,14,5,4878.5
2007,2,14,5,239.8
2008,2,14,5,2789.7
2009,2,14,5,5.3
2010,2,14,5,904
2011,2,14,5,13.3
2012,2,14,5,1187.4
2013,2,14,5,990.7
2014,2,14,5,2073.5
2015,2,14,5,15
2016,2,14,5,851.8
2017,2,14,5,1373
2018,2,14,5,1334.6
2019,2,14,5,1544.7
2020,2,14,5,391.4
2021,2,14,5,123
1972,2,15,5,0
1973,2,15,5,0
1974,2,15,5,0
1975,2,15,5,4.5
1976,2,15,5,22.3
1977,2,15,5,66
1978,2,15,5,114.4
1979,2,15,5,62.7
1980,2,15,5,509
1981,2,15,5,1.6
1982,2,15,5,12.9
1983,2,15,5,6226.6
1984,2,15,5,8831.6
1985,2,15,5,2809.5
1986,2,15,5,2405.4
1987,2,15,5,125.6
1988,2,15,5,1629.3
1989,2,15,5,6501.5
1990,2,15,5,1890.7
1991,2,15,5,24631.7
1992,2,15,5,137
1993,2,15,5,428.8
1994,2,15,5,578.3
1995,2,15,5,813.9
1996,2,15,5,5554.2
1997,2,15,5,2.2
1998,2,15,5,0
1999,2,15,5,2454.4
2000,2,15,5,4229.8
2001,2,15,5,0
2002,2,15,5,355.4
2003,2,15,5,34708.4
2004,2,15,5,1556.9
2005,2,15,5,1061.4
2006,2,15,5,1209.4
2007,2,15,5,874.3
2008,2,15,5,165.5
2009,2,15,5,186.9
2010,2,15,5,164.7
2011,2,15,5,0
2012,2,15,5,365.9
2013,2,15,5,1227.5
2014,2,15,5,3616.2
2015,2,15,5,205
2016,2,15,5,1903.2
2017,2,15,5,5004.5
2018,2,15,5,6669
2019,2,15,5,8955.7
2020,2,15,5,317.7
2021,2,15,5,4.9
1972,2,16,5,0
1973,2,16,5,0
1974,2,16,5,0
1975,2,16,5,0
1976,2,16,5,0
1977,2,16,5,0
1978,2,16,5,0
1979,2,16,5,0
1980,2,16,5,0
1981,2,16,5,0
1982,2,16,5,0
1983,2,16,5,0
1984,2,16,5,0
1985,2,16,5,0
1986,2,16,5,0
1987,2,16,5,0
1988,2,16,5,0
1989,2,16,5,0
1990,2,16,5,0
1991,2,16,5,0
1992,2,16,5,0
1993,2,16,5,0
1994,2,16,5,0
1995,2,16,5,0
1996,2,16,5,0
1997,2,16,5,0
1998,2,16,5,0
1999,2,16,5,0
2000,2,16,5,4922.2
2001,2,16,5,5180.7
2002,2,16,5,5515.1
2003,2,16,5,5482.3
2004,2,16,5,7393.8
2005,2,16,5,7582.4
2006,2,16,5,7606
2007,2,16,5,7843.1
2008,2,16,5,7219.7
2009,2,16,5,6485.5
2010,2,16,5,6014
2011,2,16,5,7372.9
2012,2,16,5,10909
2013,2,16,5,13847.7
2014,2,16,5,15068.5
2015,2,16,5,15605.3
2016,2,16,5,23455.2
2017,2,16,5,21560.2
2018,2,16,5,22865.1
2019,2,16,5,21839.2
2020,2,16,5,18410.2
2021,2,16,5,18410.2
1972,2,17,5,3.6501
1973,2,17,5,3.74422
1974,2,17,5,3.70933
1975,2,17,5,3.69491
1976,2,17,5,3.7157
1977,2,17,5,3.71534
1978,2,17,5,3.5765
1979,2,17,5,3.73993
1980,2,17,5,3.59548
1981,2,17,5,3.32461
1982,2,17,5,3.25256
1983,2,17,5,3.29632
1984,2,17,5,3.59046
1985,2,17,5,3.76504
1986,2,17,5,3.66817
1987,2,17,5,3.67418
1988,2,17,5,3.81641
1989,2,17,5,3.38637
1990,2,17,5,3.08465
1991,2,17,5,3.53522
1992,2,17,5,3.84133
1993,2,17,5,3.45776
1994,2,17,5,3.30481
1995,2,17,5,3.51869
1996,2,17,5,3.83457
1997,2,17,5,3.25686
1998,2,17,5,3.57352
1999,2,17,5,3.45538
2000,2,17,5,3.43055
2001,2,17,5,3.34591
2002,2,17,5,3.29669
2003,2,17,5,3.52063
2004,2,17,5,3.53393
2005,2,17,5,3.06284
2006,2,17,5,3.38808
2007,2,17,5,3.41758
2008,2,17,5,3.42235
2009,2,17,5,3.43219
2010,2,17,5,3.3061
2011,2,17,5,3.32312
2012,2,17,5,3.52473
2013,2,17,5,3.24628
2014,2,17,5,3.39757
2015,2,17,5,3.49712
2016,2,17,5,3.47583
2017,2,17,5,3.54058
2018,2,17,5,3.36135
2019,2,17,5,3.2046
2020,2,17,5,3.94078
2021,2,17,5,3.25376
1972,2,18,6,6738.6
1973,2,18,6,8881.8
1974,2,18,6,18745.6
1975,2,18,6,7598.8
1976,2,18,6,13276.2
1977,2,18,6,11357.3
1978,2,18,6,16761.3
1979,2,18,6,15822.4
1980,2,18,6,8613
1981,2,18,6,18927.8
1982,2,18,6,4153.1
1983,2,18,6,5012.2
1984,2,18,6,10660.3
1985,2,18,6,10988
1986,2,18,6,9622.5
1987,2,18,6,9920.1
1988,2,18,6,7730.3
1989,2,18,6,11540.7
1990,2,18,6,8165.5
1991,2,18,6,13926.1
1992,2,18,6,8318.2
1993,2,18,6,6645.2
1994,2,18,6,6047.4
1995,2,18,6,9685.7
1996,2,18,6,2999.9
1997,2,18,6,5414.1
1998,2,18,6,6674.6
1999,2,18,6,6816.5
2000,2,18,6,1234
2001,2,18,6,223.7
2002,2,18,6,2375.3
2003,2,18,6,3088.1
2004,2,18,6,746.8
2005,2,18,6,1074.1
2006,2,18,6,1375
2007,2,18,6,730.9
2008,2,18,6,248.8
2009,2,18,6,0
2010,2,18,6,0
2011,2,18,6,144.3
2012,2,18,6,621
2013,2,18,6,132
2014,2,18,6,0
2015,2,18,6,0
2016,2,18,6,62.7
2017,2,18,6,191.5
2018,2,18,6,175.3
2019,2,18,6,309.5
2020,2,18,6,251.8
2021,2,18,6,501.8
1972,2,19,6,0
1973,2,19,6,11.7
1974,2,19,6,0
1975,2,19,6,0
1976,2,19,6,345.3
1977,2,19,6,132.7
1978,2,19,6,551.5
1979,2,19,6,0
1980,2,19,6,0
1981,2,19,6,137.8
1982,2,19,6,637.9
1983,2,19,6,218.2
1984,2,19,6,1837.6
1985,2,19,6,7084.4
1986,2,19,6,728.3
1987,2,19,6,1773.1
1988,2,19,6,1350.2
1989,2,19,6,17022.4
1990,2,19,6,19209.2
1991,2,19,6,18351
1992,2,19,6,10367.3
1993,2,19,6,6537.8
1994,2,19,6,6651.3
1995,2,19,6,19129.9
1996,2,19,6,18531.2
1997,2,19,6,9340.6
1998,2,19,6,20212.6
1999,2,19,6,10028.8
2000,2,19,6,18262.1
2001,2,19,6,6775.9
2002,2,19,6,7961.6
2003,2,19,6,14463
2004,2,19,6,16379.8
2005,2,19,6,17486.5
2006,2,19,6,55426.8
2007,2,19,6,23404.9
2008,2,19,6,39369.7
2009,2,19,6,39908.4
2010,2,19,6,12474.8
2011,2,19,6,32101.2
2012,2,19,6,26382.2
2013,2,19,6,18030.4
2014,2,19,6,8100.8
2015,2,19,6,9838.6
2016,2,19,6,6691.5
2017,2,19,6,11300.1
2018,2,19,6,7458.1
2019,2,19,6,5864.3
2020,2,19,6,12331.5
2021,2,19,6,8605.3
1972,2,20,6,0
1973,2,20,6,17.4
1974,2,20,6,0
1975,2,20,6,69
1976,2,20,6,0
1977,2,20,6,0
1978,2,20,6,15.2
1979,2,20,6,0
1980,2,20,6,0
1981,2,20,6,2.5
1982,2,20,6,231.9
1983,2,20,6,2959.2
1984,2,20,6,393.3
1985,2,20,6,2718
1986,2,20,6,14.8
1987,2,20,6,309.8
1988,2,20,6,324.2
1989,2,20,6,10777.5
1990,2,20,6,8361.1
1991,2,20,6,13901.1
1992,2,20,6,2443.6
1993,2,20,6,2867.6
1994,2,20,6,3126
1995,2,20,6,14311.6
1996,2,20,6,18984.3
1997,2,20,6,1684.2
1998,2,20,6,13701.6
1999,2,20,6,3356
2000,2,20,6,19438.8
2001,2,20,6,1496.1
2002,2,20,6,7849.2
2003,2,20,6,20738.9
2004,2,20,6,5293.8
2005,2,20,6,5759.1
2006,2,20,6,25956.3
2007,2,20,6,14933.5
2008,2,20,6,33043.4
2009,2,20,6,17357.3
2010,2,20,6,27587
2011,2,20,6,32052.4
2012,2,20,6,21699.7
2013,2,20,6,25384.8
2014,2,20,6,22294.5
2015,2,20,6,12184.2
2016,2,20,6,25082.7
2017,2,20,6,21366.6
2018,2,20,6,37409.9
2019,2,20,6,36925.1
2020,2,20,6,24821.4
2021,2,20,6,5902.7
1972,2,21,6,3.04148
1973,2,21,6,3.25345
1974,2,21,6,3.16805
1975,2,21,6,3.32313
1976,2,21,6,3.09176
1977,2,21,6,3.22488
1978,2,21,6,2.87571
1979,2,21,6,3.3913
1980,2,21,6,3.22113
1981,2,21,6,3.52414
1982,2,21,6,2.9238
1983,2,21,6,2.85304
1984,2,21,6,3.13133
1985,2,21,6,3.19408
1986,2,21,6,3.11905
1987,2,21,6,3.1404
1988,2,21,6,2.90923
1989,2,21,6,3.27559
1990,2,21,6,2.84539
1991,2,21,6,3.05312
1992,2,21,6,3.37236
1993,2,21,6,3.22009
1994,2,21,6,3.1339
1995,2,21,6,3.0108
1996,2,21,6,3.13806
1997,2,21,6,3.19919
1998,2,21,6,2.95594
1999,2,21,6,3.14911
